ticker,index,effective_from,effective_until,source,source_document,imported_at
EXCL,LQ45,2026-08-03,2026-10-30,IDX_OFFICIAL_ANNOUNCEMENT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/No.%20Peng-00148_BEI.POP_07-2026-ID.zip,2026-08-10T11:46:28.816408+00:00
GOTO,LQ45,2026-08-03,2026-10-30,IDX_OFFICIAL_ANNOUNCEMENT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/No.%20Peng-00148_BEI.POP_07-2026-ID.zip,2026-08-10T11:46:28.816408+00:00
HRTA,LQ45,2026-08-03,2026-10-30,IDX_OFFICIAL_ANNOUNCEMENT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/No.%20Peng-00148_BEI.POP_07-2026-ID.zip,2026-08-10T11:46:28.816408+00:00
ICBP,LQ45,2026-08-03,2026-10-30,IDX_OFFICIAL_ANNOUNCEMENT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/No.%20Peng-00148_BEI.POP_07-2026-ID.zip,2026-08-10T11:46:28.816408+00:00
INCO,LQ45,2026-08-03,2026-10-30,IDX_OFFICIAL_ANNOUNCEMENT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/No.%20Peng-00148_BEI.POP_07-2026-ID.zip,2026-08-10T11:46:28.816408+00:00
INDF,LQ45,2026-08-03,2026-10-30,IDX_OFFICIAL_ANNOUNCEMENT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/No.%20Peng-00148_BEI.POP_07-2026-ID.zip,2026-08-10T11:46:28.816408+00:00
INDY,LQ45,2026-08-03,2026-10-30,IDX_OFFICIAL_ANNOUNCEMENT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/No.%20Peng-00148_BEI.POP_07-2026-ID.zip,2026-08-10T11:46:28.816408+00:00
INKP,LQ45,2026-08-03,2026-10-30,IDX_OFFICIAL_ANNOUNCEMENT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/No.%20Peng-00148_BEI.POP_07-2026-ID.zip,2026-08-10T11:46:28.816408+00:00
ISAT,LQ45,2026-08-03,2026-10-30,IDX_OFFICIAL_ANNOUNCEMENT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/No.%20Peng-00148_BEI.POP_07-2026-ID.zip,2026-08-10T11:46:28.816408+00:00
ITMG,LQ45,2026-08-03,2026-10-30,IDX_OFFICIAL_ANNOUNCEMENT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/No.%20Peng-00148_BEI.POP_07-2026-ID.zip,2026-08-10T11:46:28.816408+00:00
JPFA,LQ45,2026-08-03,2026-10-30,IDX_OFFICIAL_ANNOUNCEMENT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/No.%20Peng-00148_BEI.POP_07-2026-ID.zip,2026-08-10T11:46:28.816408+00:00
KLBF,LQ45,2026-08-03,2026-10-30,IDX_OFFICIAL_ANNOUNCEMENT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/No.%20Peng-00148_BEI.POP_07-2026-ID.zip,2026-08-10T11:46:28.816408+00:00
MAPI,LQ45,2026-08-03,2026-10-30,IDX_OFFICIAL_ANNOUNCEMENT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/No.%20Peng-00148_BEI.POP_07-2026-ID.zip,2026-08-10T11:46:28.816408+00:00
MBMA,LQ45,2026-08-03,2026-10-30,IDX_OFFICIAL_ANNOUNCEMENT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/No.%20Peng-00148_BEI.POP_07-2026-ID.zip,2026-08-10T11:46:28.816408+00:00
MDKA,LQ45,2026-08-03,2026-10-30,IDX_OFFICIAL_ANNOUNCEMENT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/No.%20Peng-00148_BEI.POP_07-2026-ID.zip,2026-08-10T11:46:28.816408+00:00
MEDC,LQ45,2026-08-03,2026-10-30,IDX_OFFICIAL_ANNOUNCEMENT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/No.%20Peng-00148_BEI.POP_07-2026-ID.zip,2026-08-10T11:46:28.816408+00:00
NCKL,LQ45,2026-08-03,2026-10-30,IDX_OFFICIAL_ANNOUNCEMENT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/No.%20Peng-00148_BEI.POP_07-2026-ID.zip,2026-08-10T11:46:28.816408+00:00
PGAS,LQ45,2026-08-03,2026-10-30,IDX_OFFICIAL_ANNOUNCEMENT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/No.%20Peng-00148_BEI.POP_07-2026-ID.zip,2026-08-10T11:46:28.816408+00:00
PGEO,LQ45,2026-08-03,2026-10-30,IDX_OFFICIAL_ANNOUNCEMENT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/No.%20Peng-00148_BEI.POP_07-2026-ID.zip,2026-08-10T11:46:28.816408+00:00
PTBA,LQ45,2026-08-03,2026-10-30,IDX_OFFICIAL_ANNOUNCEMENT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/No.%20Peng-00148_BEI.POP_07-2026-ID.zip,2026-08-10T11:46:28.816408+00:00
SCMA,LQ45,2026-08-03,2026-10-30,IDX_OFFICIAL_ANNOUNCEMENT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/No.%20Peng-00148_BEI.POP_07-2026-ID.zip,2026-08-10T11:46:28.816408+00:00
TLKM,LQ45,2026-08-03,2026-10-30,IDX_OFFICIAL_ANNOUNCEMENT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/No.%20Peng-00148_BEI.POP_07-2026-ID.zip,2026-08-10T11:46:28.816408+00:00
UNTR,LQ45,2026-08-03,2026-10-30,IDX_OFFICIAL_ANNOUNCEMENT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/No.%20Peng-00148_BEI.POP_07-2026-ID.zip,2026-08-10T11:46:28.816408+00:00
UNVR,LQ45,2026-08-03,2026-10-30,IDX_OFFICIAL_ANNOUNCEMENT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/No.%20Peng-00148_BEI.POP_07-2026-ID.zip,2026-08-10T11:46:28.816408+00:00
WIFI,LQ45,2026-08-03,2026-10-30,IDX_OFFICIAL_ANNOUNCEMENT,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/No.%20Peng-00148_BEI.POP_07-2026-ID.zip,2026-08-10T11:46:28.816408+00:00
